,序号,类别代号,产品分类,产品名称,判定结果,不合格项目分类,不合格项目,不合格规范列,检测数值,法规限制,规格型号,商标,生产日期,生产企业名称,生产企业地址,生产省份代码,生产省份,抽样单位名称,抽样单位代码,抽样单位地址,通报时间,通报文号,通报单位,措施,来源链接,来源链接.1,检验项目,抽检代码,抽检级别,检验机构,标准,备注
1221,1222,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,60μg/kg,20μg/kg,散装称重,,2020-06-05,中山市古镇荣洋花生油加工店,中山市古镇曹三大街宝源中巷18号曹三农贸综合市场B区A08号、A09号,1,广东,中山市古镇荣洋花生油加工店,1,中山市古镇曹三大街宝源中巷18号曹三农贸综合市场B区A08号、A09号,2020-12-28,2020年第77期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1883147.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1222,1223,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,23μg/kg,20μg/kg,散装称重,,2020-06-01,中山市古镇荣洋花生油加工店,中山市古镇曹三大街宝源中巷18号曹三农贸综合市场B区A08号、A09号,1,广东,中山市古镇荣洋花生油加工店,1,中山市古镇曹三大街宝源中巷18号曹三农贸综合市场B区A08号、A09号,2020-12-28,2020年第77期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1883147.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1223,1224,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,29μg/kg,20μg/kg,散装,,2020-06-06,中山市三乡镇源河粮油店,中山市三乡镇前陇村秋怡阁商住楼B3号一楼,1,广东,中山市三乡镇源河粮油店,1,中山市三乡镇前陇村秋怡阁商住楼B3号一楼,2020-12-28,2020年第77期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1883147.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1224,1225,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,27μg/kg,﹤20μg/kg,散装,,2020-06-08,中山市东凤镇广茂生油加工店,中山市东凤镇同安大道西北街17号首层之一,1,广东,中山市东凤镇广茂生油加工店,1,中山市东凤镇同安大道西北街17号首层之一,2020-12-27,2020年第76期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882927.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1225,1226,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,25μg/kg,﹤20μg/kg|,散装称重,,2020-06-07,中山市南头镇陈燕锦食用油加工店,中山市南头镇中心市场98-99号铺,1,广东,中山市南头镇陈燕锦食用油加工店,1,中山市南头镇中心市场98-99号铺,2020-12-27,2020年第76期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882927.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1226,1227,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,22.6μg/kg,﹤20μg/kg,/,,2020-09-14,/,/,0,不详,中山市住家小宴餐饮有限公司,1,中山市西区隆昌村（地块二，孙仲池建筑物）,2020-12-27,2020年第75期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882918.html,,3,市抽,中山市食品药品检验所,GB 2761-2017,
1227,1228,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,36μg/kg,﹤20μg/kg,散装,,2020-06-05,中山市三角镇吴内祥粮油店,中山市三角镇沙栏西路花园二巷7号之一,1,广东,中山市三角镇吴内祥粮油店,1,中山市三角镇沙栏西路花园二巷7号之一,2020-12-27,2020年第75期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882918.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1228,1229,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,35μg/kg,20μg/kg,散装,,2020-06-03,中山市三角镇吴内祥粮油店,中山市三角镇沙栏西路花园二巷7号之一,1,广东,中山市三角镇吴内祥粮油店,1,中山市三角镇沙栏西路花园二巷7号之一,2020-12-26,2020年第74期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882908.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1229,1230,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,35μg/kg,20μg/kg,散装,,2020-06-13,中山市东凤镇顺香油坊,中山市东凤镇安乐村创源路23号首层之二,1,广东,中山市东凤镇顺香油坊,1,中山市东凤镇安乐村创源路23号首层之二,2020-12-26,2020年第73期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882905.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1230,1231,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B1,黄曲霉毒素B₁,57.1μg/kg,≤20μg/kg,散装,/,2020-10-11,/,/,0,不详,东阿县爱尚天天超市有限公司南关店,2,山东省聊城市东阿县光明街西首路北南关花园小区南门东数第一间门市,2020-12-25,2020年第16期,聊城市场监管局,对抽检中发现的不合格产品，聊城市市场监督管理局已责令生产经营企业所在地市场监管部门查清产品流向，召回、下架不合格产品，控制风险，立案调查，并分析原因进行整改，涉及的不合格产品已按要求开展核查处置工作。,,http://scjdglj.liaocheng.gov.cn/xxgk_314/cjjggs/202012/t20201225_3497613.html,,3,市抽,,GB 2761-2017,
1231,1232,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,39μg/kg,≤20μg/kg,散装,/,2020-11-01,/,/,0,不详,北流市大坡外黎二油坊,15,北流市大坡外镇旧街,2020-12-25,2020年第21期,玉林市场监管局,对上述抽检中发现的不合格产品，各相关县（市、区）市场监管部门立即开展核查处置相关工作。已责令食品经营环节有关单位立即采取下架等措施控制风险。相关市场监管部门自通告发布之日起3个月内向自治区市场监管局报告核查处置情况，并向社会公布。,,http://www.yulin.gov.cn/zwgk/shgysyjslygk/shipingyaopinganquan/zhiliangchoujianxinxi/t8002716.shtml,,3,市抽,玉林市检验检测研究院,GB 2761-2017,
1232,1233,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,86μg/kg,≤20μg/kg,散装,/,2020-11-12,/,/,0,不详,博白县博白镇周林油坊,15,博白县博白镇人民北路岭头路口对面,2020-12-25,2020年第21期,玉林市场监管局,对上述抽检中发现的不合格产品，各相关县（市、区）市场监管部门立即开展核查处置相关工作。已责令食品经营环节有关单位立即采取下架等措施控制风险。相关市场监管部门自通告发布之日起3个月内向自治区市场监管局报告核查处置情况，并向社会公布。,,http://www.yulin.gov.cn/zwgk/shgysyjslygk/shipingyaopinganquan/zhiliangchoujianxinxi/t8002716.shtml,,3,市抽,玉林市检验检测研究院,GB 2761-2017,
1233,1234,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,45μg/kg,≤20μg/kg,散装,/,2020-10-14,/,/,0,不详,北流市六靖亚生食用油坊,15,北流市六靖镇市场边(黄琼和宅),2020-12-25,2020年第21期,玉林市场监管局,对上述抽检中发现的不合格产品，各相关县（市、区）市场监管部门立即开展核查处置相关工作。已责令食品经营环节有关单位立即采取下架等措施控制风险。相关市场监管部门自通告发布之日起3个月内向自治区市场监管局报告核查处置情况，并向社会公布。,,http://www.yulin.gov.cn/zwgk/shgysyjslygk/shipingyaopinganquan/zhiliangchoujianxinxi/t8002716.shtml,,3,市抽,玉林市检验检测研究院,GB 2761-2017,
1234,1235,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,45μg/kg,≤20μg/kg,散装,/,2020-10-08,容县县底镇金仲油坊,广西容县县底镇荣塘圩自屋,15,广西,容县县底镇金仲油坊,15,广西容县县底镇荣塘圩自屋,2020-12-25,2020年第21期,玉林市场监管局,对上述抽检中发现的不合格产品，各相关县（市、区）市场监管部门立即开展核查处置相关工作。已责令食品经营环节有关单位立即采取下架等措施控制风险。相关市场监管部门自通告发布之日起3个月内向自治区市场监管局报告核查处置情况，并向社会公布。,,http://www.yulin.gov.cn/zwgk/shgysyjslygk/shipingyaopinganquan/zhiliangchoujianxinxi/t8002716.shtml,,3,市抽,玉林市检验检测研究院,GB 2761-2017,
1235,1236,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,42μg/kg,≤20μg/kg,散装,/,2020-10-30,陆川县张春燕油坊,陆川县米场镇米场村郭屋队(郭家德宅),15,广西,陆川县张春燕油坊,15,陆川县米场镇米场村郭屋队(郭家德宅),2020-12-25,2020年第21期,玉林市场监管局,对上述抽检中发现的不合格产品，各相关县（市、区）市场监管部门立即开展核查处置相关工作。已责令食品经营环节有关单位立即采取下架等措施控制风险。相关市场监管部门自通告发布之日起3个月内向自治区市场监管局报告核查处置情况，并向社会公布。,,http://www.yulin.gov.cn/zwgk/shgysyjslygk/shipingyaopinganquan/zhiliangchoujianxinxi/t8002716.shtml,,3,市抽,玉林市检验检测研究院,GB 2761-2017,
1236,1237,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,26μg/kg,≤20μg/kg,散装称重,/,2020-10-21,/,/,0,不详,北流市新荣镇林鸿油房,15,北流市新荣镇永安街,2020-12-25,2020年第21期,玉林市场监管局,对上述抽检中发现的不合格产品，各相关县（市、区）市场监管部门立即开展核查处置相关工作。已责令食品经营环节有关单位立即采取下架等措施控制风险。相关市场监管部门自通告发布之日起3个月内向自治区市场监管局报告核查处置情况，并向社会公布。,,http://www.yulin.gov.cn/zwgk/shgysyjslygk/shipingyaopinganquan/zhiliangchoujianxinxi/t8002716.shtml,,3,市抽,玉林市检验检测研究院,GB 2761-2017,
1237,1238,18,炒货及坚果制品-->坚果籽类制品,酒鬼花生(炒货食品、油炸类）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,28.1μg/kg,≤20μg/kg,238克/袋,图形商标,2020-11-14,武汉市蔡甸区新宇起食品厂,武汉市蔡甸区玉贤镇松林村66号,19,湖北,武汉市百尚优品超市有限公司,19,武汉市硚口区解放大道667号二层超市区,2020-12-25,2020年第32期,湖北市场监管局,对抽检中发现的不合格产品，湖北省市场监督管理局已责成武汉、黄石、十堰、襄阳、荆州、荆门、孝感、咸宁、潜江等市场监管部门严格按照《中华人民共和国食品安全法》等规定，及时启动核查处置工作，依法开展调查处理。涉及外省的不合格产品，已告知当地市场监管部门。,http://news.foodmate.net/2020/12/581111.html,http://scjg.hubei.gov.cn/bmdt/jggz/cjgg/202012/t20201225_3126745.shtml,,2,省抽,武汉食品化妆品检验所,GB 2761-2017,
1238,1239,31,餐饮环节产品-->其他餐饮环节产品,花生及其制品（油炸花生米）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,33μg/kg,≤20μg/kg,/,/,2020-09-15,/,/,20,山西,运城市盐湖区北城原氏小粥仙河东宴,20,运城市盐湖区条山街天鹅湾41--46号商铺,2020-12-25,2020年第41期,山西市场监管局,针对上述抽检中发现的不合格产品，我局已督导市级市场监管部门点陆打开原图法规依法处理。,http://news.foodmate.net/2020/12/581031.html,http://scjgj.shanxi.gov.cn/content/tg/5fe56dad39a1e026c6ab1baa.htm,,2,省抽,山西省食品药品检验所,GB 2761-2017,
1239,1240,31,餐饮环节产品-->其他餐饮环节产品,炸花生,不合格,生物毒素,黄曲霉毒素B1,黄曲霉毒素B1,127μg/kg,20μg/kg,/,/,2020-11-19,太原市迎泽区联义农家拉面馆,太原市迎泽区朝阳街39号山西同至人购物中心有限公司7楼N7022,20,山西,太原市迎泽区联义农家拉面馆,20,太原市迎泽区朝阳街39号山西同至人购物中心有限公司7楼N7022,2020-12-24,2020年第14期,太原市场监管局,针对上述抽检中发现的不合格产品，我局综合行政执法队及相关县（市）市场监管部门正在按照相关法律法规进行核查处理。,,http://scjgj.taiyuan.gov.cn/doc/2020/12/24/1041303.shtml,,3,市抽,青岛中一监测有限公司,GB 2761-2017,
1240,1241,31,餐饮环节产品-->其他餐饮环节产品,炸花生,不合格,生物毒素,黄曲霉毒素B1,黄曲霉毒素B1,207μg/kg,20μg/kg,散装称重,/,2020-11-19,太原市迎泽区梅府牛肉香餐饮店,太原市迎泽区朝阳街39号山西同至人购物中心有限公司7楼N7012号,20,山西,太原市迎泽区梅府牛肉香餐饮店,20,太原市迎泽区朝阳街39号山西同至人购物中心有限公司7楼N7012号,2020-12-24,2020年第14期,太原市场监管局,针对上述抽检中发现的不合格产品，我局综合行政执法队及相关县（市）市场监管部门正在按照相关法律法规进行核查处理。,,http://scjgj.taiyuan.gov.cn/doc/2020/12/24/1041303.shtml,,3,市抽,青岛中一监测有限公司,GB 2761-2017,
1241,1242,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B1,26μg/kg,<20μg/kg,散装,,2020-06-06,中山市三角镇月云粮油店,中山市三角镇防汛路71号首层,1,广东,中山市三角镇月云粮油店,1,中山市三角镇防汛路71号首层,2020-12-24,2020年第70期,中山市场监管局,中山市市场监督管理局已对不合格食品及其经营者进行调查处理，要求经营者采取有效管理措施，控制食品安全风险，并依法予以查处。,,http://www.zs.gov.cn/zjj/spypaqxxgk/zlxx/spzlxx/content/post_1882267.html,,3,市抽,广东省中山市质量计量监督检测所,GB 2761-2017,
1242,1243,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,70.3μg/kg,≤20μg/kg,散装称重,/,2020-08-26,定安龙门运娥花生榨油店,海南省定安县龙门镇定南街120号,17,海南,定安龙门运娥花生榨油店,17,海南省定安县龙门镇定南街120号,2020-12-24,2020年第51期,海南市场监管局,对上述抽检中发现的不合格产品，当地市场监管部门已经采取措施依法予以查处，并责令食用农产品集中交易市场开办者查清进货渠道、产地等信息并向相关部门报告，食品生产企业查清产品流向、召回不合格产品、分析原因进行整改；责令食用农产品销售者对不合格产品立即采取停止销售，食品经营环节有关单位立即采取下架等措施防控风险。不合格产品的风险防控措施以及核查处置结果将在相关市县市场监管部门网站予以公布。,http://news.foodmate.net/2020/12/580975.html,http://amr.hainan.gov.cn/zw/spcjxx/sjgg/202012/t20201224_2908834.html,,2,省抽,广州检验检测认证集团有限公司,GB 2761-2017,
